,project,site_id,revisitid,individual,revisit,revisit_date,num_individuals,year,utme,utmn,site_number,season,utm_zone,site_type
1020,ht,201440,20144002,NA,2,06/03/2014,0,2014,563700,5786305,40,spring,9,baited
1021,ht,201440,20144003,NA,3,06/13/2014,0,2014,563700,5786305,40,spring,9,baited
1022,ht,201441,20144101,NA,1,05/25/2014,0,2014,568021,5786017,41,spring,9,baited
1023,ht,201441,20144102,NA,2,06/03/2014,0,2014,568021,5786017,41,spring,9,baited
1024,ht,201441,20144103,NA,3,06/13/2014,0,2014,568021,5786017,41,spring,9,baited
1025,ht,201442,20144201,NA,1,05/26/2014,0,2014,576326,5784927,42,spring,9,baited
1026,ht,201442,20144202,NA,2,06/04/2014,0,2014,576326,5784927,42,spring,9,baited
1027,ht,201442,20144203,NA,3,06/13/2014,0,2014,576326,5784927,42,spring,9,baited
1028,ht,201443,20144301,NA,1,05/23/2014,0,2014,583445,5786646,43,spring,9,baited
1029,ht,201443,20144302,NA,2,06/04/2014,0,2014,583445,5786646,43,spring,9,baited
1030,ht,201443,20144303,NA,3,06/13/2014,0,2014,583445,5786646,43,spring,9,baited
1031,ht,201444,20144401,NA,1,05/23/2014,0,2014,595064,5788533,44,spring,9,baited
1032,ht,201444,20144402,NA,2,06/01/2014,0,2014,595064,5788533,44,spring,9,baited
1033,ht,201444,20144403,NA,3,06/11/2014,0,2014,595064,5788533,44,spring,9,baited
1034,ht,201445,20144501,NA,1,05/23/2014,0,2014,596272,5787753,45,spring,9,baited
1035,ht,201445,20144502,NA,2,06/01/2014,0,2014,596272,5787753,45,spring,9,baited
1036,ht,201445,20144503,NA,3,06/11/2014,0,2014,596272,5787753,45,spring,9,baited
1037,ht,201446,20144601,NA,1,05/23/2014,0,2014,604678,5788523,46,spring,9,baited
1038,ht,201446,20144602,NA,2,06/03/2014,0,2014,604678,5788523,46,spring,9,baited
1039,ht,201446,20144603,NA,3,06/13/2014,0,2014,604678,5788523,46,spring,9,baited
1040,ht,201447,20144701,NA,1,05/26/2014,0,2014,568269,5777840,47,spring,9,baited
1041,ht,201447,20144702,NA,2,06/04/2014,0,2014,568269,5777840,47,spring,9,baited
1042,ht,201447,20144703,NA,3,06/14/2014,0,2014,568269,5777840,47,spring,9,baited
1043,ht,201448,20144801,NA,1,05/26/2014,0,2014,570365,5781221,48,spring,9,baited
1044,ht,201448,20144802,NA,2,06/04/2014,0,2014,570365,5781221,48,spring,9,baited
1045,ht,201448,20144803,NA,3,06/14/2014,0,2014,570365,5781221,48,spring,9,baited
1046,ht,201449,20144901,NA,1,05/24/2014,0,2014,576010,5782065,49,spring,9,baited
1047,ht,201449,20144902,NA,2,06/02/2014,0,2014,576010,5782065,49,spring,9,baited
1048,ht,201449,20144903,NA,3,06/11/2014,0,2014,576010,5782065,49,spring,9,baited
1049,ht,201450,20145001,NA,1,05/23/2014,0,2014,583018,5781315,50,spring,9,baited
1050,ht,201450,20145002,NA,2,06/03/2014,0,2014,583018,5781315,50,spring,9,baited
1051,ht,201450,20145003,NA,3,06/12/2014,0,2014,583018,5781315,50,spring,9,baited
1052,ht,201451,20145101,NA,1,05/23/2014,0,2014,593187,5777567,51,spring,9,baited
1053,ht,201451,20145102,NA,2,06/03/2014,0,2014,593187,5777567,51,spring,9,baited
1054,ht,201451,20145103,NA,3,06/12/2014,0,2014,593187,5777567,51,spring,9,baited
1055,ht,201452,20145201,NA,1,05/26/2014,0,2014,560692,5774483,52,spring,9,baited
1056,ht,201452,20145202,NA,2,06/04/2014,0,2014,560692,5774483,52,spring,9,baited
1057,ht,201452,20145203,NA,3,06/14/2014,0,2014,560692,5774483,52,spring,9,baited
1058,ht,201453,20145301,NA,1,05/26/2014,0,2014,570891,5769884,53,spring,9,baited
1059,ht,201453,20145302,NA,2,06/04/2014,0,2014,570891,5769884,53,spring,9,baited
1060,ht,201453,20145303,NA,3,06/14/2014,0,2014,570891,5769884,53,spring,9,baited
1061,ht,201454,20145401,197159,1,05/24/2014,1,2014,579500,5775439,54,spring,9,baited
1062,ht,201454,20145402,NA,2,06/02/2014,0,2014,579500,5775439,54,spring,9,baited
1063,ht,201454,20145403,NA,3,06/11/2014,0,2014,579500,5775439,54,spring,9,baited
1064,ht,201455,20145501,NA,1,05/24/2014,0,2014,585409,5773521,55,spring,9,baited
1065,ht,201455,20145502,NA,2,06/02/2014,0,2014,585409,5773521,55,spring,9,baited
1066,ht,201455,20145503,NA,3,06/11/2014,0,2014,585409,5773521,55,spring,9,baited
1067,ht,201459,20145903 (1),11531,3 (1),06/12/2014,3,2014,611767,5773165,59,spring,9,baited
1068,ht,201459,20145903 (1),12102,3 (1),06/12/2014,3,2014,611767,5773165,59,spring,9,baited
1069,ht,201459,20145903 (1),12393,3 (1),06/12/2014,3,2014,611767,5773165,59,spring,9,baited
1070,ht,201460,20146001,NA,1,05/22/2014,0,2014,618719,5770883,60,spring,9,baited
1071,ht,201460,20146002,NA,2,06/03/2014,0,2014,618719,5770883,60,spring,9,baited
1072,ht,201460,20146003,NA,3,06/12/2014,0,2014,618719,5770883,60,spring,9,baited
1073,ht,201461,20146101,NA,1,05/24/2014,0,2014,579377,5767810,61,spring,9,baited
1074,ht,201461,20146102,NA,2,06/02/2014,0,2014,579377,5767810,61,spring,9,baited
1075,ht,201461,20146103,NA,3,06/12/2014,0,2014,579377,5767810,61,spring,9,baited
1076,ht,201463,20146301,139917,1,05/22/2014,2,2014,595071,5765490,63,spring,9,baited
1077,ht,201463,20146301,26309,1,05/22/2014,2,2014,595071,5765490,63,spring,9,baited
1078,ht,201463,20146302,139917,2,06/03/2014,2,2014,595071,5765490,63,spring,9,baited
1079,ht,201463,20146302,27607,2,06/03/2014,2,2014,595071,5765490,63,spring,9,baited
1080,ht,201463,20146303,NA,3,06/12/2014,0,2014,595071,5765490,63,spring,9,baited
1081,ht,201465,20146502,27479,2,06/03/2014,1,2014,604402,5765811,65,spring,9,baited
1082,ht,201465,20146503,11170,3,06/12/2014,1,2014,604402,5765811,65,spring,9,baited
1083,ht,201467,20146701,NA,1,05/24/2014,0,2014,577026,5757848,67,spring,9,baited
1084,ht,201467,20146702,NA,2,06/02/2014,0,2014,577026,5757848,67,spring,9,baited
1085,ht,201467,20146703,NA,3,06/12/2014,0,2014,577026,5757848,67,spring,9,baited
1086,ht,201468,20146802,NA,2,06/03/2014,0,2014,583508,5760758,68,spring,9,baited
1087,ht,201468,20146803,NA,3,06/12/2014,0,2014,583508,5760758,68,spring,9,baited
1088,ht,201469,20146901,NA,1,05/22/2014,0,2014,594997,5758297,69,spring,9,baited
1089,ht,201469,20146902,NA,2,06/02/2014,0,2014,594997,5758297,69,spring,9,baited
1090,ht,201469,20146903,27711,3,06/13/2014,1,2014,594997,5758297,69,spring,9,baited
1091,ht,201470,20147001,NA,1,05/22/2014,0,2014,597861,5762516,70,spring,9,baited
1092,ht,201470,20147002,NA,2,06/02/2014,0,2014,597861,5762516,70,spring,9,baited
1093,ht,201470,20147003,NA,3,06/13/2014,0,2014,597861,5762516,70,spring,9,baited
1094,ht,201471,20147102,NA,2,06/02/2014,0,2014,603281,5762607,71,spring,9,baited
1095,ht,201471,20147103,NA,3,06/12/2014,0,2014,603281,5762607,71,spring,9,baited
1096,ht,201472,20147201,NA,1,05/24/2014,0,2014,579928,5750348,72,spring,9,baited
1097,ht,201472,20147202,11243,2,06/02/2014,2,2014,579928,5750348,72,spring,9,baited
1098,ht,201472,20147202,14483,2,06/02/2014,2,2014,579928,5750348,72,spring,9,baited
1099,ht,201472,20147203,11243,3,06/12/2014,1,2014,579928,5750348,72,spring,9,baited
1100,ht,201473b,201473b01,197067,1,05/22/2014,2,2014,590698,5754491,73b,spring,9,baited
1101,ht,201473b,201473b01,197159,1,05/22/2014,2,2014,590698,5754491,73b,spring,9,baited
1102,ht,201473b,201473b02,197067,2,06/02/2014,1,2014,590698,5754491,73b,spring,9,baited
1103,ht,201473b,201473b03,12353,3,06/12/2014,1,2014,590698,5754491,73b,spring,9,baited
1104,ht,201475,20147501,NA,1,05/22/2014,0,2014,601192,5752323,75,spring,9,baited
1105,ht,201475,20147502,NA,2,06/02/2014,0,2014,601192,5752323,75,spring,9,baited
1106,ht,201475,20147503,197310,3,06/12/2014,1,2014,601192,5752323,75,spring,9,baited
1107,ht,201478,20147801,NA,1,05/22/2014,0,2014,583534,5742727,78,spring,9,baited
1108,ht,201478,20147802,14018,2,06/02/2014,4,2014,583534,5742727,78,spring,9,baited
1109,ht,201478,20147802,14483,2,06/02/2014,4,2014,583534,5742727,78,spring,9,baited
1110,ht,201478,20147802,197067,2,06/02/2014,4,2014,583534,5742727,78,spring,9,baited
1111,ht,201478,20147802,29991,2,06/02/2014,4,2014,583534,5742727,78,spring,9,baited
1112,ht,201478,20147803,11243,3,06/12/2014,3,2014,583534,5742727,78,spring,9,baited
1113,ht,201478,20147803,197067,3,06/12/2014,3,2014,583534,5742727,78,spring,9,baited
1114,ht,201478,20147803,29991,3,06/12/2014,3,2014,583534,5742727,78,spring,9,baited
1115,ht,201479,20147901,11243,1,05/22/2014,1,2014,590244,5745205,79,spring,9,baited
1116,ht,201479,20147902,197067,2,06/02/2014,1,2014,590244,5745205,79,spring,9,baited
1117,ht,201479,20147903,197159,3,06/13/2014,2,2014,590244,5745205,79,spring,9,baited
1118,ht,201479,20147903,197199,3,06/13/2014,2,2014,590244,5745205,79,spring,9,baited
1119,ht,201480,20148001,NA,1,05/22/2014,0,2014,596706,5746734,80,spring,9,baited
1120,ht,201480,20148002,NA,2,06/02/2014,0,2014,596706,5746734,80,spring,9,baited
1121,ht,201480,20148003,27845,3,06/13/2014,1,2014,596706,5746734,80,spring,9,baited
1122,ht,201482,20148201,NA,1,05/22/2014,0,2014,587265,5737997,82,spring,9,baited
1123,ht,201482,20148202,197195,2,06/02/2014,1,2014,587265,5737997,82,spring,9,baited
1124,ht,201482,20148203,12323,3,06/12/2014,2,2014,587265,5737997,82,spring,9,baited
1125,ht,201482,20148203,197195,3,06/12/2014,2,2014,587265,5737997,82,spring,9,baited
1126,ht,201483,20148301,NA,1,05/22/2014,0,2014,590805,5739854,83,spring,9,baited
1127,ht,201483,20148302,197195,2,06/02/2014,1,2014,590805,5739854,83,spring,9,baited
1128,ht,201483,20148303,NA,3,06/12/2014,0,2014,590805,5739854,83,spring,9,baited
1322,kt,201401,20140101bs,NA,1,05/28/2014,0,2014,521587,5869255,01,spring,9,baited
1323,kt,201401,20140102bs,25721,2,06/09/2014,1,2014,521587,5869255,01,spring,9,baited
1324,kt,201402,20140201bs,NA,1,05/28/2014,0,2014,517187,5863800,02,spring,9,baited
1325,kt,201402,20140202bs,NA,2,06/09/2014,0,2014,517187,5863800,02,spring,9,baited
1326,kt,201402,20140203bs,NA,3,06/21/2014,0,2014,517187,5863800,02,spring,9,baited
1327,kt,201404,20140401bs,NA,1,05/30/2014,0,2014,517522,5839316,04,spring,9,baited
1328,kt,201404,20140402bs,NA,2,06/09/2014,0,2014,517522,5839316,04,spring,9,baited
1329,kt,201404,20140403bs,NA,3,06/21/2014,0,2014,517522,5839316,04,spring,9,baited
1330,kt,201406,20140601bs,NA,1,05/30/2014,0,2014,509957,5835905,06,spring,9,baited
1331,kt,201406,20140602bs,NA,2,06/09/2014,0,2014,509957,5835905,06,spring,9,baited
1332,kt,201406,20140603bs,NA,3,06/21/2014,0,2014,509957,5835905,06,spring,9,baited
1333,kt,201407,20140701bs,NA,1,05/28/2014,0,2014,525515,5828297,07,spring,9,baited
1334,kt,201407,20140702bs,NA,2,06/09/2014,0,2014,525515,5828297,07,spring,9,baited
1335,kt,201407,20140703bs,NA,3,06/21/2014,0,2014,525515,5828297,07,spring,9,baited
1336,kt,201409,20140901bs,NA,1,05/23/2014,0,2014,528639,5880668,09,spring,9,baited
1337,kt,201409,20140902bs,NA,2,06/04/2014,0,2014,528639,5880668,09,spring,9,baited
1338,kt,201409,20140903bs,NA,3,06/22/2014,0,2014,528639,5880668,09,spring,9,baited
1339,kt,201410,20141001bs,NA,1,05/23/2014,0,2014,521081,5899429,10,spring,9,baited
1340,kt,201410,20141002bs,NA,2,06/04/2014,0,2014,521081,5899429,10,spring,9,baited
1341,kt,201410,20141003bs,NA,3,06/22/2014,0,2014,521081,5899429,10,spring,9,baited
1342,kt,201411,20141101bs,23996,1,05/23/2014,1,2014,535176,5888245,11,spring,9,baited
1343,kt,201411,20141102bs,NA,2,06/04/2014,0,2014,535176,5888245,11,spring,9,baited
1344,kt,201411,20141103bs,NA,3,06/22/2014,0,2014,535176,5888245,11,spring,9,baited
1345,kt,201412,20141201bs,NA,1,05/23/2014,0,2014,539815,5881585,12,spring,9,baited
1346,kt,201412,20141202bs,NA,2,06/04/2014,0,2014,539815,5881585,12,spring,9,baited
1347,kt,201412,20141203bs,NA,3,06/22/2014,0,2014,539815,5881585,12,spring,9,baited
1348,kt,201413,20141301bs,10466,1,05/27/2014,1,2014,541238,5854044,13,spring,9,baited
1349,kt,201413,20141302bs,10466,2,06/10/2014,1,2014,541238,5854044,13,spring,9,baited
1350,kt,201413,20141303bs,10663,3,06/23/2014,1,2014,541238,5854044,13,spring,9,baited
1351,kt,201415,20141501bs,NA,1,05/27/2014,0,2014,543566,5835347,15,spring,9,baited
1352,kt,201415,20141502bs,NA,2,06/10/2014,0,2014,543566,5835347,15,spring,9,baited
1353,kt,201415,20141503bs,NA,3,06/23/2014,0,2014,543566,5835347,15,spring,9,baited
1354,kt,201416,20141601bs,NA,1,05/21/2014,0,2014,546223,5840499,16,spring,9,baited
1355,kt,201416,20141602bs,10567,2,06/03/2014,1,2014,546223,5840499,16,spring,9,baited
1356,kt,201416,20141603bs,NA,3,06/13/2014,0,2014,546223,5840499,16,spring,9,baited
1357,kt,201417,20141701bs,NA,1,05/21/2014,0,2014,548587,5847951,17,spring,9,baited
1358,kt,201417,20141702bs,NA,2,06/05/2014,0,2014,548587,5847951,17,spring,9,baited
1359,kt,201417,20141703bs,NA,3,06/16/2014,0,2014,548587,5847951,17,spring,9,baited
1360,kt,201418,20141801bs,NA,1,05/21/2014,0,2014,553520,5847640,18,spring,9,baited
1361,kt,201418,20141802bs,NA,2,06/05/2014,0,2014,553520,5847640,18,spring,9,baited
1362,kt,201418,20141803bs,NA,3,06/18/2014,0,2014,553520,5847640,18,spring,9,baited
1363,kt,201419,20141901bs,10663,1,05/25/2014,1,2014,552164,5854410,19,spring,9,baited
1364,kt,201419,20141902bs,10663,2,06/08/2014,2,2014,552164,5854410,19,spring,9,baited
1365,kt,201419,20141902bs,25852,2,06/08/2014,2,2014,552164,5854410,19,spring,9,baited
1366,kt,201419,20141903bs,10663,3,06/15/2014,1,2014,552164,5854410,19,spring,9,baited
1367,kt,201420,20142001bs,NA,1,05/25/2014,0,2014,565117,5863375,20,spring,9,baited
1368,kt,201420,20142002bs,NA,2,06/08/2014,0,2014,565117,5863375,20,spring,9,baited
1369,kt,201420,20142003bs,10911,3,06/20/2014,1,2014,565117,5863375,20,spring,9,baited
1370,kt,201421,20142101bs,NA,1,05/25/2014,0,2014,565721,5861838,21,spring,9,baited
1371,kt,201421,20142102bs,NA,2,06/08/2014,0,2014,565721,5861838,21,spring,9,baited
1372,kt,201421,20142103bs,125585,3,06/19/2014,2,2014,565721,5861838,21,spring,9,baited
1373,kt,201421,20142103bs,139903,3,06/19/2014,2,2014,565721,5861838,21,spring,9,baited
1374,kt,201423,20142301bs,NA,1,05/24/2014,0,2014,567720,5849234,23,spring,9,baited
1375,kt,201423,20142302bs,NA,2,06/05/2014,0,2014,567720,5849234,23,spring,9,baited
1376,kt,201423,20142303bs,NA,3,06/18/2014,0,2014,567720,5849234,23,spring,9,baited
1377,kt,201424,20142401bs,139903,1,05/24/2014,1,2014,575707,5845981,24,spring,9,baited
1378,kt,201424,20142402bs,NA,2,06/05/2014,0,2014,575707,5845981,24,spring,9,baited
1379,kt,201424,20142403bs,28132,3,06/16/2014,1,2014,575707,5845981,24,spring,9,baited
1380,kt,201425,20142501bs,NA,1,05/24/2014,0,2014,579281,5843381,25,spring,9,baited
1381,kt,201425,20142502bs,119204,2,06/05/2014,2,2014,579281,5843381,25,spring,9,baited
1382,kt,201425,20142502bs,139903,2,06/05/2014,2,2014,579281,5843381,25,spring,9,baited
1383,kt,201425,20142503bs,119204,3,06/18/2014,2,2014,579281,5843381,25,spring,9,baited
1384,kt,201425,20142503bs,28132,3,06/18/2014,2,2014,579281,5843381,25,spring,9,baited
1385,kt,201426,20142601bs,NA,1,05/21/2014,0,2014,552155,5841741,26,spring,9,baited
1386,kt,201426,20142602bs,NA,2,06/03/2014,0,2014,552155,5841741,26,spring,9,baited
1387,kt,201426,20142603bs,NA,3,06/13/2014,0,2014,552155,5841741,26,spring,9,baited
1388,kt,201427,20142701bs,NA,1,05/21/2014,0,2014,552102,5824673,27,spring,9,baited
1389,kt,201427,20142702bs,NA,2,06/03/2014,0,2014,552102,5824673,27,spring,9,baited
1390,kt,201427,20142703bs,NA,3,06/13/2014,0,2014,552102,5824673,27,spring,9,baited
1391,kt,201428,20142801bs,NA,1,05/21/2014,0,2014,554617,5815016,28,spring,9,baited
1392,kt,201428,20142802bs,NA,2,06/03/2014,0,2014,554617,5815016,28,spring,9,baited
1393,kt,201428,20142803bs,NA,3,06/13/2014,0,2014,554617,5815016,28,spring,9,baited
1394,kt,201431,20143101bs,NA,1,05/23/2014,0,2014,525068,5888293,31,spring,9,baited
1395,kt,201431,20143102bs,NA,2,06/04/2014,0,2014,525068,5888293,31,spring,9,baited
1396,kt,201431,20143103bs,NA,3,06/22/2014,0,2014,525068,5888293,31,spring,9,baited
1397,kt,201432,20143201bs,NA,1,05/30/2014,0,2014,518147,5813394,32,spring,9,baited
1398,kt,201432,20143202bs,NA,2,06/10/2014,0,2014,518147,5813394,32,spring,9,baited
1399,kt,201432,20143203bs,NA,3,06/23/2014,0,2014,518147,5813394,32,spring,9,baited
1400,kt,201433,20143301bs,NA,1,05/27/2014,0,2014,541359,5839528,33,spring,9,baited
1401,kt,201433,20143302bs,NA,2,06/10/2014,0,2014,541359,5839528,33,spring,9,baited
1402,kt,201433,20143303bs,NA,3,06/23/2014,0,2014,541359,5839528,33,spring,9,baited
1403,kt,201434,20143401bs,NA,1,05/28/2014,0,2014,513042,5840435,34,spring,9,baited
1404,kt,201434,20143402bs,NA,2,06/09/2014,0,2014,513042,5840435,34,spring,9,baited
1405,kt,201437,20143701bs,NA,1,05/24/2014,0,2014,535039,5848633,37,spring,9,baited
1406,kt,201437,20143702bs,NA,2,06/10/2014,0,2014,535039,5848633,37,spring,9,baited
1407,kt,201437,20143703bs,23036,3,06/23/2014,2,2014,535039,5848633,37,spring,9,baited
1408,kt,201437,20143703bs,24846,3,06/23/2014,2,2014,535039,5848633,37,spring,9,baited
1409,kt,201439,20143901bs,NA,1,05/25/2014,0,2014,558309,5864711,39,spring,9,baited
1410,kt,201439,20143902bs,NA,2,06/08/2014,0,2014,558309,5864711,39,spring,9,baited
1411,kt,201439,20143903bs,NA,3,06/18/2014,0,2014,558309,5864711,39,spring,9,baited
1412,kt,201440,20144001bs,NA,1,05/25/2014,0,2014,559495,5858759,40,spring,9,baited
1413,kt,201440,20144002bs,29701,2,06/08/2014,1,2014,559495,5858759,40,spring,9,baited
1414,kt,201440,20144003bs,29701,3,06/18/2014,1,2014,559495,5858759,40,spring,9,baited
1415,kt,201441,20144101bs,NA,1,05/23/2014,0,2014,520525,5889902,41,spring,9,baited
1416,kt,201441,20144102bs,NA,2,06/04/2014,0,2014,520525,5889902,41,spring,9,baited
1417,kt,201441,20144103bs,NA,3,06/22/2014,0,2014,520525,5889902,41,spring,9,baited
1418,kt,201442,20144201bs,NA,1,05/26/2014,0,2014,503535,5869506,42,spring,9,baited
1419,kt,201442,20144202bs,NA,2,06/06/2014,0,2014,503535,5869506,42,spring,9,baited
1420,kt,201442,20144203bs,NA,3,06/24/2014,0,2014,503535,5869506,42,spring,9,baited
1421,kt,201445,20144501bs,NA,1,05/28/2014,0,2014,521442,5856381,45,spring,9,baited
1422,kt,201445,20144502bs,25721,2,06/09/2014,1,2014,521442,5856381,45,spring,9,baited
1423,kt,201445,20144503bs,NA,3,06/21/2014,0,2014,521442,5856381,45,spring,9,baited
1424,kt,201446,20144601bs,NA,1,05/28/2014,0,2014,514828,5855104,46,spring,9,baited
1425,kt,201446,20144602bs,NA,2,06/09/2014,0,2014,514828,5855104,46,spring,9,baited
1426,kt,201446,20144603bs,NA,3,06/21/2014,0,2014,514828,5855104,46,spring,9,baited
1427,kt,201449,20144901bs,NA,1,05/29/2014,0,2014,511642,5848300,49,spring,9,baited
1428,kt,201449,20144902bs,NA,2,06/09/2014,0,2014,511642,5848300,49,spring,9,baited
1429,kt,201450,20145001bs,NA,1,05/29/2014,0,2014,512532,5872284,50,spring,9,baited
1430,kt,201450,20145002bs,NA,2,06/09/2014,0,2014,512532,5872284,50,spring,9,baited
1431,kt,201451,20145101bs,NA,1,05/29/2014,0,2014,512979,5874817,51,spring,9,baited
1432,kt,201451,20145102bs,NA,2,06/09/2014,0,2014,512979,5874817,51,spring,9,baited
1433,kt,201452,20145201bs,NA,1,05/29/2014,0,2014,514546,5886133,52,spring,9,baited
1434,kt,201452,20145202bs,NA,2,06/09/2014,0,2014,514546,5886133,52,spring,9,baited
1435,kt,201453,20145301bs,NA,1,05/29/2014,0,2014,521066,5878814,53,spring,9,baited
1436,kt,201453,20145302bs,NA,2,06/09/2014,0,2014,521066,5878814,53,spring,9,baited
1437,kt,201454,20145401bs,NA,1,05/30/2014,0,2014,523608,5875165,54,spring,9,baited
1438,kt,201454,20145402bs,NA,2,06/09/2014,0,2014,523608,5875165,54,spring,9,baited
1439,kt,201455,20145501bs,NA,1,05/29/2014,0,2014,508915,5859965,55,spring,9,baited
1440,kt,201455,20145502bs,NA,2,06/09/2014,0,2014,508915,5859965,55,spring,9,baited
1441,kt,201456,20145601bs,NA,1,05/30/2014,0,2014,530023,5862279,56,spring,9,baited
1442,kt,201456,20145602bs,NA,2,06/09/2014,0,2014,530023,5862279,56,spring,9,baited
1443,kt,201457,20145701bs,NA,1,05/30/2014,0,2014,529728,5854857,57,spring,9,baited
1444,kt,201457,20145702bs,NA,2,06/09/2014,0,2014,529728,5854857,57,spring,9,baited
1445,kt,201458,20145801bs,NA,1,05/30/2014,0,2014,526518,5847110,58,spring,9,baited
1446,kt,201458,20145802bs,NA,2,06/09/2014,0,2014,526518,5847110,58,spring,9,baited
1447,kt,201459,20145901bs,NA,1,05/30/2014,0,2014,531683,5897670,59,spring,9,baited
1448,kt,201459,20145902bs,23996,2,06/10/2014,1,2014,531683,5897670,59,spring,9,baited
1449,kt,201460,20146001bs,NA,1,05/30/2014,0,2014,533715,5893389,60,spring,9,baited
1450,kt,201460,20146002bs,NA,2,06/10/2014,0,2014,533715,5893389,60,spring,9,baited
1451,kt,201461,20146101bs,14642,1,05/30/2014,1,2014,548261,5896416,61,spring,9,baited
1452,kt,201461,20146102bs,NA,2,06/10/2014,0,2014,548261,5896416,61,spring,9,baited
1453,kt,201462,20146201bs,NA,1,05/30/2014,0,2014,543112,5891324,62,spring,9,baited
1454,kt,201462,20146202bs,23996,2,06/10/2014,2,2014,543112,5891324,62,spring,9,baited
1455,kt,201462,20146202bs,28122,2,06/10/2014,2,2014,543112,5891324,62,spring,9,baited
1456,kt,201463,20146301bs,10853,1,05/30/2014,1,2014,549684,5892330,63,spring,9,baited
1457,kt,201463,20146302bs,NA,2,06/10/2014,0,2014,549684,5892330,63,spring,9,baited
1458,kt,201464,20146401bs,NA,1,05/30/2014,0,2014,549515,5885016,64,spring,9,baited
1459,kt,201464,20146402bs,NA,2,06/10/2014,0,2014,549515,5885016,64,spring,9,baited
1460,kt,201465,20146501bs,NA,1,05/30/2014,0,2014,547446,5875727,65,spring,9,baited
1461,kt,201465,20146502bs,NA,2,06/10/2014,0,2014,547446,5875727,65,spring,9,baited
1462,kt,201466,20146601bs,NA,1,05/30/2014,0,2014,542821,5873035,66,spring,9,baited
1463,kt,201466,20146602bs,NA,2,06/09/2014,0,2014,542821,5873035,66,spring,9,baited
1464,kt,201467,20146701bs,NA,1,05/30/2014,0,2014,560983,5870937,67,spring,9,baited
1465,kt,201467,20146702bs,NA,2,06/10/2014,0,2014,560983,5870937,67,spring,9,baited
1466,kt,201468,20146801bs,NA,1,05/30/2014,0,2014,567090,5871047,68,spring,9,baited
1467,kt,201468,20146802bs,NA,2,06/10/2014,0,2014,567090,5871047,68,spring,9,baited
1468,kt,201469,20146901bs,NA,1,05/30/2014,0,2014,571410,5858497,69,spring,9,baited
1469,kt,201469,20146902bs,NA,2,06/10/2014,0,2014,571410,5858497,69,spring,9,baited
1470,kt,201470,20147001bs,NA,1,05/31/2014,0,2014,565363,5852613,70,spring,9,baited
1471,kt,201470,20147002bs,NA,2,06/10/2014,0,2014,565363,5852613,70,spring,9,baited
1472,kt,201471,20147101bs,NA,1,05/31/2014,0,2014,548690,5867612,71,spring,9,baited
1473,kt,201471,20147102bs,23534,2,06/10/2014,1,2014,548690,5867612,71,spring,9,baited
1474,kt,201472,20147201bs,10663,1,05/31/2014,1,2014,544876,5862581,72,spring,9,baited
1475,kt,201472,20147202bs,10663,2,06/10/2014,1,2014,544876,5862581,72,spring,9,baited
1476,kt,201473,20147301bs,NA,1,05/31/2014,0,2014,547274,5860091,73,spring,9,baited
1477,kt,201473,20147302bs,NA,2,06/09/2014,0,2014,547274,5860091,73,spring,9,baited
1478,kt,201474,20147401bs,NA,1,05/31/2014,0,2014,549803,5842484,74,spring,9,baited
1479,kt,201475,20147501bs,NA,1,05/31/2014,0,2014,543161,5826822,75,spring,9,baited
1480,kt,201475,20147502bs,NA,2,06/10/2014,0,2014,543161,5826822,75,spring,9,baited
1481,kt,201476,20147601bs,NA,1,05/23/2014,0,2014,526718,5885552,76,spring,9,baited
1482,kt,201476,20147603bs,NA,3,06/22/2014,0,2014,526718,5885552,76,spring,9,baited
1483,kt,201477,20147701bs,NA,1,05/26/2014,0,2014,506668,5874919,77,spring,9,baited
1484,kt,201477,20147703bs,NA,3,06/24/2014,0,2014,506668,5874919,77,spring,9,baited
1485,kt,201478,20147801bs,NA,1,05/26/2014,0,2014,499563,5854403,78,spring,9,baited
1486,kt,201478,20147803bs,NA,3,06/24/2014,0,2014,499563,5854403,78,spring,9,baited
1487,nt,201401,20140101,22442,1,06/02/2014,2,2014,314580,5785633,01,spring,10,baited
1488,nt,201401,20140101,22494,1,06/02/2014,2,2014,314580,5785633,01,spring,10,baited
1489,nt,201401,20140102,NA,2,06/12/2014,0,2014,314580,5785633,01,spring,10,baited
1490,nt,201402,20140201,NA,1,06/02/2014,0,2014,313630,5792413,02,spring,10,baited
1491,nt,201402,20140202,NA,2,06/12/2014,0,2014,313630,5792413,02,spring,10,baited
1492,nt,201403,20140301,NA,1,06/02/2014,0,2014,310100,5791890,03,spring,10,baited
1493,nt,201403,20140302,NA,2,06/12/2014,0,2014,310100,5791890,03,spring,10,baited
1494,nt,201404,20140401,NA,1,06/02/2014,0,2014,312530,5798997,04,spring,10,baited
1495,nt,201404,20140402,NA,2,06/12/2014,0,2014,312530,5798997,04,spring,10,baited
1496,nt,201408,20140801,NA,1,06/02/2014,0,2014,702233,5803587,08,spring,9,baited
1497,nt,201408,20140802,NA,2,06/12/2014,0,2014,702233,5803587,08,spring,9,baited
1498,nt,201409,20140901,NA,1,06/02/2014,0,2014,700263,5795034,09,spring,9,baited
1499,nt,201409,20140902,NA,2,06/12/2014,0,2014,700263,5795034,09,spring,9,baited
1500,nt,201410,20141001,NA,1,06/02/2014,0,2014,693238,5795866,10,spring,9,baited
1501,nt,201410,20141002,NA,2,06/12/2014,0,2014,693238,5795866,10,spring,9,baited
